"id","book","book_num","chapter","chapter_num","character","character_words","scene_description","writer","director","imdb_rating","new_scene","scene_id"
2725,"Water",1,"The Storm",12,"Iroh","That's right. Zuko looked upon the old general he had insulted and declared that he was not afraid. But Zuko misunderstood.  When he turned to face his opponent, he was surprised to see it was not the general.  Zuko had spoken out against the general's plan, but by doing so in the Fire Lord's war room, it was the Fire Lord whom he had disrespected.  Zuko would have to duel his own father.","[Frontal shot of a surprised Zuko; as the camera zooms in on him, his expression changes to one of fear.]","Aaron Ehasz","Lauren MacMullan",9.1,0,659
2727,"Water",1,"The Storm",12,"Aang","Then, just when I was feeling better, something worse happened.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,660
2729,"Water",1,"The Storm",12,"Gyatso","Aang needs to have freedom and fun. He needs to grow up as a normal boy.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,661
2730,"Water",1,"The Storm",12,"Tashi","You cannot keep protecting him from his destiny.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,661
2731,"Water",1,"The Storm",12,"Pasang","Gyatso, I know you mean well, but you are letting your affection for the boy cloud your judgment.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,661
2732,"Water",1,"The Storm",12,"Gyatso","All I want is what is best for him.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,661
2733,"Water",1,"The Storm",12,"Pasang","But what we need is what's best for the world. You and Aang must be separated! The Avatar will be sent away to the Eastern Air Temple to complete his training.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,661
2735,"Water",1,"The Storm",12,"Katara","That's awful, Aang. I don't know what to say.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,662
2736,"Water",1,"The Storm",12,"Aang","How could they do that to me? They wanted to take away everything I knew and everyone I loved!","[Stands up.]","Aaron Ehasz","Lauren MacMullan",9.1,0,662
2736,"Water",1,"The Storm",12,"Aang","How could they do that to me? They wanted to take away everything I knew and everyone I loved!","[He activates the Avatar State.]","Aaron Ehasz","Lauren MacMullan",9.1,0,662
2737,"Water",1,"The Storm",12,"Katara","Whoa! Hot cinders!",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,662
2739,"Water",1,"The Storm",12,"Aang","I'm sorry I got so mad.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,663
2740,"Water",1,"The Storm",12,"Katara","You have the right to be angry after the monks sent you away like that.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,663
2741,"Water",1,"The Storm",12,"Aang","Well, that's not exactly what happened.  I was afraid and confused. I didn't know what to do.","[Flashback starts again, showing Aang looking out the window of his bedroom.]","Aaron Ehasz","Lauren MacMullan",9.1,0,663
2743,"Water",1,"The Storm",12,"Gyatso","Aang, I'm not going to let them take you away from me. Aang?","[Gyatso is shown opening the door more, spotting the scroll, and opening it up. He gasps, and sees a storm coming outside the window.]","Aaron Ehasz","Lauren MacMullan",9.1,0,664
2744,"Water",1,"The Storm",12,"Aang","I never saw Gyatso again.  Next thing I knew, I was waking up in your arms after you found me in the iceberg.","[Still in present, but flashback playing still.]","Aaron Ehasz","Lauren MacMullan",9.1,0,664
2744,"Water",1,"The Storm",12,"Aang","I never saw Gyatso again.  Next thing I knew, I was waking up in your arms after you found me in the iceberg.","[Flashback shows Aang and Appa through the storm, and how Aang got into the iceberg.]","Aaron Ehasz","Lauren MacMullan",9.1,0,664
2746,"Water",1,"The Storm",12,"Katara","You ran away.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,665
2747,"Water",1,"The Storm",12,"Aang","And then the Fire Nation attacked our temple. My people needed me and I wasn't there to help.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,665
2748,"Water",1,"The Storm",12,"Katara","You don't know what would have-.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,665
2749,"Water",1,"The Storm",12,"Aang","The world needed me and I wasn't there to help.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,665
2750,"Water",1,"The Storm",12,"Katara","Aang ...",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,665
2751,"Water",1,"The Storm",12,"Aang","The fisherman was right! I did turn my back on the world!",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,665
2752,"Water",1,"The Storm",12,"Katara","You're being too hard on yourself, even if you did run away. I think it was meant to be. If you had stayed, you would have been killed along with all the other airbenders.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,665
2753,"Water",1,"The Storm",12,"Aang","You don't know that.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,665
2754,"Water",1,"The Storm",12,"Katara","I know it was meant to be this way. The world needs you now. You give people hope.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,665
2756,"Water",1,"The Storm",12,"Iroh","When Prince Zuko saw that it was his father who had come to duel him, he begged for mercy.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,666
2758,"Water",1,"The Storm",12,"Young Zuko","Please, Father. I only had the Fire Nation's best interest at heart. I'm sorry I spoke out of turn!","[Cut to a side-view of Zuko.]","Aaron Ehasz","Lauren MacMullan",9.1,0,667
2758,"Water",1,"The Storm",12,"Young Zuko","Please, Father. I only had the Fire Nation's best interest at heart. I'm sorry I spoke out of turn!","[Slightly lowers his head.]","Aaron Ehasz","Lauren MacMullan",9.1,0,667
2760,"Water",1,"The Storm",12,"Ozai","You will fight for your honor.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,668
2761,"Water",1,"The Storm",12,"Young Zuko","I meant you no disrespect.  I am your loyal son.","[Frontal shot; kneels on his knees and forearms, while looking at the floor.]","Aaron Ehasz","Lauren MacMullan",9.1,0,668
2761,"Water",1,"The Storm",12,"Young Zuko","I meant you no disrespect.  I am your loyal son.","[Gazes up at his father, tears shimmering in his eyes as his voice starts to waiver.]","Aaron Ehasz","Lauren MacMullan",9.1,0,668
2762,"Water",1,"The Storm",12,"Ozai","Rise and fight, Prince Zuko!","[Far off frontal shot of Zuko as Ozai's shadow and eventually his head come into view.]","Aaron Ehasz","Lauren MacMullan",9.1,0,668
2764,"Water",1,"The Storm",12,"Young Zuko","I won't fight you.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,669
2765,"Water",1,"The Storm",12,"Ozai","You will learn respect,  and suffering will be your  teacher.","[Zuko pushes himself up on his knees and hands. Cut to a frontal shot of Zuko as he starts to shake.]","Aaron Ehasz","Lauren MacMullan",9.1,0,669
2765,"Water",1,"The Storm",12,"Ozai","You will learn respect,  and suffering will be your  teacher.","[Zuko looks up at Ozai, tears streaming down his face.]","Aaron Ehasz","Lauren MacMullan",9.1,0,669
2767,"Water",1,"The Storm",12,"Iroh","I looked away.","[Voice-over; Iroh closes his eyes and averts his head to the left.]","Aaron Ehasz","Lauren MacMullan",9.1,0,670
2769,"Water",1,"The Storm",12,"Jee","I always thought that Prince Zuko was in a training accident.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,671
2770,"Water",1,"The Storm",12,"Iroh","It was no accident. After the duel, the Fire Lord said that by refusing to fight, Zuko had shown shameful weakness. As punishment, he was banished and sent to capture the Avatar. Only then could he return with his honor.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,671
2771,"Water",1,"The Storm",12,"Jee","So that's why he's so obsessed. Capturing the Avatar is the only chance he has of things returning to normal.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,671
2772,"Water",1,"The Storm",12,"Iroh","Things will never return to normal. But the important thing is the Avatar gives Zuko hope.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,671
2774,"Water",1,"The Storm",12,"Fisherman's wife","Help! Oh, please help!",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,672
2775,"Water",1,"The Storm",12,"Katara","It's okay. You're safe.","[Grabs lady and brings her near the fire.]","Aaron Ehasz","Lauren MacMullan",9.1,0,672
2776,"Water",1,"The Storm",12,"Fisherman's wife","But my husband isn't.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,672
2777,"Water",1,"The Storm",12,"Katara","What do you mean? Where's Sokka?",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,672
2778,"Water",1,"The Storm",12,"Fisherman's wife","They haven't returned! They should have been back by now! And this storm is becoming a typhoon! They're caught out at sea!",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,672
2779,"Water",1,"The Storm",12,"Aang","I'm going to find him!",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,672
2780,"Water",1,"The Storm",12,"Katara","I'm going with you!",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,672
2781,"Water",1,"The Storm",12,"Fisherman's wife","I'm staying here.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,672
2783,"Water",1,"The Storm",12,"Aang","We'll be back soon. I promise.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,673
2785,"Water",1,"The Storm",12,"Zuko","Where were we hit?",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,674
2786,"Water",1,"The Storm",12,"Jee","I don't know!",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,674
2787,"Water",1,"The Storm",12,"Iroh","Look!",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,674
2788,"Water",1,"The Storm",12,"Zuko","The helmsman!",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,674
2790,"Water",1,"The Storm",12,"Katara","Where are they?",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,675
2792,"Water",1,"The Storm",12,"Aang","Come on, Appa! The boat! There!",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,676
2794,"Water",1,"The Storm",12,"Zuko","The Avatar!",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,677
2795,"Water",1,"The Storm",12,"Jee","What do you want to do, sir?",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,677
2796,"Water",1,"The Storm",12,"Zuko","Let him go. We need to get this ship to safety.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,677
2797,"Water",1,"The Storm",12,"Iroh","Then we must head directly into the eye of the storm.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,677
2799,"Water",1,"The Storm",12,"Sokka","I'm too young to die!",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,678
2800,"Water",1,"The Storm",12,"Fisherman","I'm not, but I still don't wanna!",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,678
2802,"Water",1,"The Storm",12,"Aang","Hang onto the rope.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,679
2804,"Water",1,"The Storm",12,"Zuko","Uncle, I'm sorry.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,680
2805,"Water",1,"The Storm",12,"Iroh","Your apology is accepted.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,680
2807,"Water",1,"The Storm",12,"Fisherman's wife","Oh, you're alive! You owe this boy an apology!",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,681
2808,"Water",1,"The Storm",12,"Aang","He doesn't have to apologize.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,681
2809,"Water",1,"The Storm",12,"Fisherman","What if, instead of an apology, I give him a free fish and we call it even?",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,681
2810,"Water",1,"The Storm",12,"Aang","Actually, I don't eat meat.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,681
2811,"Water",1,"The Storm",12,"Fisherman","Fish ain't meat!",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,681
2812,"Water",1,"The Storm",12,"Sokka","Seriously, you're still going to pay me, right?",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,681
2814,"Water",1,"The Storm",12,"Aang","Katara, I think you were right before. I'm done dwelling on the past.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,682
2815,"Water",1,"The Storm",12,"Katara","Really?",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,682
2816,"Water",1,"The Storm",12,"Aang","I can't make guesses about what would have turned out if I hadn't run away. I'm here now and I'm going to make the most out of it.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,682
2817,"Water",1,"The Storm",12,"Katara","I don't think you're gonna have those nightmares anymore.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,682
2818,"Water",1,"The Storm",12,"Fisherman","And if you weren't here now, well, I guess I wouldn't be either. Thank you for saving my life, Avatar.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,682
2819,"Water",1,"The Storm",12,"Sokka","Do you hear that? It stopped raining.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,682
2821,"Water",1,"The Storm",12,"Aang","Appa!",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,683
2824,"Water",1,"The Blue Spirit",13,"Shinu","Absolutely not! The Yuyan Archers stay here. Your request is denied, Commander Zhao.","[In response to Zhao; somewhat angrily.]","Bryan Konietzko, Michael Dante DiMartino","Dave Filoni",9.1,0,685
2825,"Water",1,"The Blue Spirit",13,"Zhao","Colonel Shinu, please reconsider ... Their precision is legendary. The Yuyan can pin a fly to a tree from one hundred yards away ... without killing it.  You're wasting their talents using them as mere security guards.","[Annoyed.]","Bryan Konietzko, Michael Dante DiMartino","Dave Filoni",9.1,0,685
2826,"Water",1,"The Blue Spirit",13,"Shinu","I can do whatever I want with their talents, they're my archers, and what I say goes.",NA,"Bryan Konietzko, Michael Dante DiMartino","Dave Filoni",9.1,0,685
2828,"Water",1,"The Blue Spirit",13,"Zhao","But my search for the Avatar is-",NA,"Bryan Konietzko, Michael Dante DiMartino","Dave Filoni",9.1,0,686
2829,"Water",1,"The Blue Spirit",13,"Shinu","Is nothing but a vanity project! We're fighting a real war here, and I need every man I've got, commander.","[Cutting Zhao off mid-sentence while getting close to him and scoffing angrily.]","Bryan Konietzko, Michael Dante DiMartino","Dave Filoni",9.1,0,686
2830,"Water",1,"The Blue Spirit",13,"Zhao","But-!",NA,"Bryan Konietzko, Michael Dante DiMartino","Dave Filoni",9.1,0,686
2831,"Water",1,"The Blue Spirit",13,"Shinu","That's final! I don't wanna hear another word about it!","[Furiously.]","Bryan Konietzko, Michael Dante DiMartino","Dave Filoni",9.1,0,686
2833,"Water",1,"The Blue Spirit",13,"Zhao","News from Fire Lord Ozai?","[Intrigued.]","Bryan Konietzko, Michael Dante DiMartino","Dave Filoni",9.1,0,687
2835,"Water",1,"The Blue Spirit",13,"Zhao","It appears I've been promoted to Admiral. My request ... is now an order.","[Pleased.]","Bryan Konietzko, Michael Dante DiMartino","Dave Filoni",9.1,0,688
2837,"Water",1,"The Blue Spirit",13,"Katara","This should bring your fever down.","[Pressing a wet rag onto Sokka's forehead.]","Bryan Konietzko, Michael Dante DiMartino","Dave Filoni",9.1,0,689
2838,"Water",1,"The Blue Spirit",13,"Sokka","You know what I love about Appa the most? His sense of humor.",NA,"Bryan Konietzko, Michael Dante DiMartino","Dave Filoni",9.1,0,689
2839,"Water",1,"The Blue Spirit",13,"Katara","That's nice. I'll tell him.",NA,"Bryan Konietzko, Michael Dante DiMartino","Dave Filoni",9.1,0,689
2841,"Water",1,"The Blue Spirit",13,"Sokka","Classic Appa.","[Laughs.]","Bryan Konietzko, Michael Dante DiMartino","Dave Filoni",9.1,0,690
2842,"Water",1,"The Blue Spirit",13,"Aang","How's Sokka doing?",NA,"Bryan Konietzko, Michael Dante DiMartino","Dave Filoni",9.1,0,690
2843,"Water",1,"The Blue Spirit",13,"Katara","Not so good, being out in that storm really did a number on him.",NA,"Bryan Konietzko, Michael Dante DiMartino","Dave Filoni",9.1,0,690
2845,"Water",1,"The Blue Spirit",13,"Aang","I couldn't find any ginger root for the tea. But I found a map. There's an herbalist institute on top of that mountain. We could probably find a cure for Sokka there.",NA,"Bryan Konietzko, Michael Dante DiMartino","Dave Filoni",9.1,0,691
2846,"Water",1,"The Blue Spirit",13,"Katara","Aang, he's in no condition for travel. Sokka just needs more rest. I'm sure he'll be better by tomorrow.","[Starts coughing.]","Bryan Konietzko, Michael Dante DiMartino","Dave Filoni",9.1,0,691
2847,"Water",1,"The Blue Spirit",13,"Aang","Not you too!",NA,"Bryan Konietzko, Michael Dante DiMartino","Dave Filoni",9.1,0,691
2848,"Water",1,"The Blue Spirit",13,"Katara","Relax, it was just a little cough. I'm fi-","[She coughs again, this time with greater force, and lightly groans after.]","Bryan Konietzko, Michael Dante DiMartino","Dave Filoni",9.1,0,691
2849,"Water",1,"The Blue Spirit",13,"Aang","That's how Sokka started yesterday. Now look at him! He thinks he's an earthbender!","[Shielding his face.]","Bryan Konietzko, Michael Dante DiMartino","Dave Filoni",9.1,0,691
2850,"Water",1,"The Blue Spirit",13,"Sokka","Take that, you rock!","[Delirious.]","Bryan Konietzko, Michael Dante DiMartino","Dave Filoni",9.1,0,691
2850,"Water",1,"The Blue Spirit",13,"Sokka","Take that, you rock!","[He flails his arms as if he is hitting something.]","Bryan Konietzko, Michael Dante DiMartino","Dave Filoni",9.1,0,691
2851,"Water",1,"The Blue Spirit",13,"Aang","A few more hours and you'll be talking nonsense, too. I'm going to go find some medicine!  Uh, maybe it's safer if I go on foot.  Keep an eye on them guys.","[He grabs his glider and begins to head out just as a flash of lightning strikes.]","Bryan Konietzko, Michael Dante DiMartino","Dave Filoni",9.1,0,691
